term_str,n,n_chars,p,i,max_pos,n_pos,cat_pos,max_pos_group,stop,dfidf,stem_porter,stem_snowball,stem_lancaster,df,idf,mean_tfidf
creepily,1,8,9.180890160748206e-07,20.054862622964958,RB,1,{'RB'},RB,0,7.569855608330948,creepili,creepili,creepy,1,7.569855608330948,0.0003984134530700499
creepin,1,7,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,creepin,creepin,creepin,1,7.569855608330948,0.00015442381901939917
creeping,21,8,1.9279869337571232e-05,15.662545200186198,VBG,2,"{'NN', 'VBG'}",VB,0,57.117689733295165,creep,creep,creep,16,3.569855608330948,0.0013594076792872523
creeps,1,6,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,creep,creep,creep,1,7.569855608330948,0.00015936538122801995
creepy,9,6,8.262801144673386e-06,16.884937621522646,NN,3,"{'NN', 'VBN', 'JJ'}",NN,0,39.599375461997724,creepi,creepi,creepy,9,4.399930606888636,0.0007834007344916784
creevey,39,7,3.5805471626918e-05,14.769460404102709,NNP,3,"{'NN', 'NNPS', 'NNP'}",NN,0,66.72830189659594,creevey,creevey,creevey,21,3.1775381855521876,0.0019960479884093664
creeveys,3,8,2.7542670482244616e-06,18.4699001222438,NNP,1,{'NNP'},NN,0,17.954679322829374,creevey,creevey,creevey,3,5.984893107609792,0.00033069646923586534
creevy,1,6,9.180890160748206e-07,20.054862622964958,NNP,1,{'NNP'},NN,0,7.569855608330948,creevi,creevi,creevy,1,7.569855608330948,0.00018617451078039714
crenellated,1,11,9.180890160748206e-07,20.054862622964958,VBN,1,{'VBN'},VB,0,7.569855608330948,crenel,crenel,crenel,1,7.569855608330948,0.00017026215943164526
crept,55,5,5.049489588411513e-05,14.273502909440298,VBD,7,"{'NN', 'VBD', 'VBN', 'VBZ', 'VB', 'VBP', 'JJ'}",VB,0,90.70444775222742,crept,crept,crept,41,2.212303603712864,0.0024120048055574863
crescendo,1,9,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,crescendo,crescendo,crescendo,1,7.569855608330948,0.00011892938897613429
crescent,15,8,1.3771335241122308e-05,16.147972027356438,NNP,2,"{'NN', 'NNP'}",NN,0,36.55884486664758,crescent,crescent,cresc,8,4.569855608330948,0.0014403484538124264
cresswell,7,9,6.426623112523744e-06,17.247507700907352,NNP,1,{'NNP'},NN,0,22.27942243332379,cresswel,cresswel,cresswel,4,5.569855608330948,0.0006418951278557063
cresswells,1,10,9.180890160748206e-07,20.054862622964958,NNP,1,{'NNP'},NN,0,7.569855608330948,cresswel,cresswel,cresswel,1,7.569855608330948,0.0001040244002793864
crest,9,5,8.262801144673386e-06,16.884937621522646,NN,1,{'NN'},NN,0,33.33750480391341,crest,crest,crest,7,4.762500686273344,0.0010066198014993834
crestfallen,8,11,7.344712128598564e-06,17.054862622964958,NN,3,"{'NN', 'NNS', 'JJ'}",NN,0,36.55884486664758,crestfallen,crestfallen,crestfal,8,4.569855608330948,0.0006533266339827565
cret,1,4,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,cret,cret,cret,1,7.569855608330948,0.0001562405698313921
crevice,2,7,1.836178032149641e-06,19.054862622964958,NN,1,{'NN'},NN,0,13.139711216661896,crevic,crevic,crev,2,6.569855608330948,0.00016608846224407158
crevices,1,8,9.180890160748206e-07,20.054862622964958,NNS,1,{'NNS'},NN,0,7.569855608330948,crevic,crevic,crev,1,7.569855608330948,0.0001122291417098732
crib,5,4,4.590445080374103e-06,17.732934528077596,NN,1,{'NN'},NN,0,13.139711216661896,crib,crib,crib,2,6.569855608330948,0.0005252164059720546
cribbages,1,9,9.180890160748206e-07,20.054862622964958,NNP,1,{'NNP'},NN,0,7.569855608330948,cribbag,cribbag,crib,1,7.569855608330948,0.00011548216031015938
cribbing,1,8,9.180890160748206e-07,20.054862622964958,NNP,1,{'NNP'},NN,0,7.569855608330948,crib,crib,crib,1,7.569855608330948,9.837369211606169e-05
crick,1,5,9.180890160748206e-07,20.054862622964958,VB,1,{'VB'},VB,0,7.569855608330948,crick,crick,crick,1,7.569855608330948,0.0001755125343920925
cricked,1,7,9.180890160748206e-07,20.054862622964958,VBD,1,{'VBD'},VB,0,7.569855608330948,crick,crick,crick,1,7.569855608330948,0.00018617451078039714
cricket,1,7,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,cricket,cricket,cricket,1,7.569855608330948,0.0001138324151628714
cried,152,5,0.00013954953044337273,12.806935109521373,VBN,6,"{'NN', 'VBD', 'VBN', 'VBZ', 'VB', 'JJ'}",VB,0,97.37687378544494,cri,cri,cri,89,1.09412217736455,0.003124584117368845
cries,23,5,2.1116047369720873e-05,15.531300666907946,NNS,3,"{'NN', 'NNS', 'VB'}",NN,0,66.72830189659594,cri,cri,cri,21,3.1775381855521876,0.0013524673092338197
crikey,1,6,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,crikey,crikey,crikey,1,7.569855608330948,0.00014540636973359484
crime,19,5,1.744369130542159e-05,15.806935109521373,NN,1,{'NN'},NN,0,57.117689733295165,crime,crime,crim,16,3.569855608330948,0.0012269496403106133
crimes,8,6,7.344712128598564e-06,17.054862622964958,NNS,2,"{'NN', 'NNS'}",NN,0,33.33750480391341,crime,crime,crim,7,4.762500686273344,0.0006874538023399271
criminal,13,8,1.1935157208972667e-05,16.354422904823867,JJ,3,"{'NN', 'NNP', 'JJ'}",JJ,0,45.214663886630156,crimin,crimin,crimin,11,4.1104239896936505,0.0013093708525328312
criminals,5,9,4.590445080374103e-06,17.732934528077596,NNS,2,"{'NN', 'NNS'}",NN,0,26.239637567217926,crimin,crimin,crimin,5,5.247927513443585,0.0004017156444622734
crimson,15,7,1.3771335241122308e-05,16.147972027356438,NN,2,"{'NN', 'JJ'}",NN,0,50.30240657246812,crimson,crimson,crimson,13,3.8694158901898557,0.0010082015610995397
cringed,1,7,9.180890160748206e-07,20.054862622964958,VBD,1,{'VBD'},VB,0,7.569855608330948,cring,cring,cring,1,7.569855608330948,0.00012769661957373393
cringing,4,8,3.672356064299282e-06,18.054862622964958,VBG,2,"{'NN', 'VBG'}",VB,0,17.954679322829374,cring,cring,cring,3,5.984893107609792,0.0006466956291884114
crinkled,5,8,4.590445080374103e-06,17.732934528077596,VBD,3,"{'VBD', 'VBN', 'JJ'}",VB,0,22.27942243332379,crinkl,crinkl,crinkl,4,5.569855608330948,0.0006957306643905005
crinolines,1,10,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,crinolin,crinolin,crinolin,1,7.569855608330948,0.0001433141917518165
crisis,2,6,1.836178032149641e-06,19.054862622964958,NN,1,{'NN'},NN,0,13.139711216661896,crisi,crisi,cris,2,6.569855608330948,0.0002828583069028824
crisp,9,5,8.262801144673386e-06,16.884937621522646,NN,3,"{'NN', 'VBN', 'JJ'}",NN,0,36.55884486664758,crisp,crisp,crisp,8,4.569855608330948,0.0007594395997365581
crisply,5,7,4.590445080374103e-06,17.732934528077596,NN,1,{'NN'},NN,0,26.239637567217926,crispli,crispli,crisply,5,5.247927513443585,0.0004030989029091797
crisps,2,6,1.836178032149641e-06,19.054862622964958,NN,1,{'NN'},NN,0,13.139711216661896,crisp,crisp,crisp,2,6.569855608330948,0.00033591872847800805
crisscrossed,3,12,2.7542670482244616e-06,18.4699001222438,VBD,2,"{'VBD', 'VBP'}",VB,0,17.954679322829374,crisscross,crisscross,crisscross,3,5.984893107609792,0.00027312334372743487
crisscrossing,4,13,3.672356064299282e-06,18.054862622964958,VBG,1,{'VBG'},VB,0,22.27942243332379,crisscross,crisscross,crisscross,4,5.569855608330948,0.00043092250756131896
critical,3,8,2.7542670482244616e-06,18.4699001222438,JJ,2,"{'VB', 'JJ'}",JJ,0,17.954679322829374,critic,critic,crit,3,5.984893107609792,0.00035473387263111866
critically,4,10,3.672356064299282e-06,18.054862622964958,RB,3,"{'NN', 'RB', 'VB'}",RB,0,22.27942243332379,critic,critic,crit,4,5.569855608330948,0.0003976997773539152
criticise,5,9,4.590445080374103e-06,17.732934528077596,VB,1,{'VB'},VB,0,17.954679322829374,criticis,criticis,crit,3,5.984893107609792,0.0004469217337768757
criticism,5,9,4.590445080374103e-06,17.732934528077596,NN,1,{'NN'},NN,0,26.239637567217926,critic,critic,crit,5,5.247927513443585,0.0005011408995893912
criticisms,2,10,1.836178032149641e-06,19.054862622964958,NNS,1,{'NNS'},NN,0,13.139711216661896,critic,critic,crit,2,6.569855608330948,0.0003287582859206163
criticize,4,9,3.672356064299282e-06,18.054862622964958,VB,1,{'VB'},VB,0,22.27942243332379,critic,critic,crit,4,5.569855608330948,0.00037366945207352247
criticized,2,10,1.836178032149641e-06,19.054862622964958,VBN,1,{'VBN'},VB,0,13.139711216661896,critic,critic,crit,2,6.569855608330948,0.0002872914078531732
criticizing,5,11,4.590445080374103e-06,17.732934528077596,VBG,1,{'VBG'},VB,0,26.239637567217926,critic,critic,crit,5,5.247927513443585,0.0006343418367480558
croak,3,5,2.7542670482244616e-06,18.4699001222438,NN,1,{'NN'},NN,0,13.139711216661896,croak,croak,croak,2,6.569855608330948,0.00038112436207261873
croaked,56,7,5.141298490018995e-05,14.247507700907354,VBD,5,"{'NN', 'VBD', 'VBN', 'VB', 'VBP'}",VB,0,90.70444775222742,croak,croak,croak,41,2.212303603712864,0.0024666496964316125
croaker,1,7,9.180890160748206e-07,20.054862622964958,NNP,1,{'NNP'},NN,0,7.569855608330948,croaker,croaker,croak,1,7.569855608330948,0.00017786314869198654
croakily,3,8,2.7542670482244616e-06,18.4699001222438,NN,2,"{'NN', 'RB'}",NN,0,17.954679322829374,croakili,croakili,croaky,3,5.984893107609792,0.0003233941751175594
croaking,3,8,2.7542670482244616e-06,18.4699001222438,VBG,1,{'VBG'},VB,0,17.954679322829374,croak,croak,croak,3,5.984893107609792,0.00032525868919288807
croaks,1,6,9.180890160748206e-07,20.054862622964958,NNS,1,{'NNS'},NN,0,7.569855608330948,croak,croak,croak,1,7.569855608330948,0.0001619566882398577
croaky,5,6,4.590445080374103e-06,17.732934528077596,JJ,2,"{'NN', 'JJ'}",JJ,0,26.239637567217926,croaki,croaki,croaky,5,5.247927513443585,0.0005343803969629121
crocheted,1,9,9.180890160748206e-07,20.054862622964958,VBN,1,{'VBN'},VB,0,7.569855608330948,crochet,crochet,crochet,1,7.569855608330948,0.00017786314869198654
crockford,3,9,2.7542670482244616e-06,18.4699001222438,NNP,1,{'NNP'},NN,0,7.569855608330948,crockford,crockford,crockford,1,7.569855608330948,0.0004362191092007846
crocodile,11,9,1.0098979176823027e-05,16.59543100432766,NN,2,"{'NN', 'JJ'}",NN,0,29.90935864565875,crocodil,crocodil,crocodil,6,4.984893107609792,0.0009351333151427719
croed,1,5,9.180890160748206e-07,20.054862622964958,VBP,1,{'VBP'},VB,0,7.569855608330948,cro,cro,cro,1,7.569855608330948,8.032529295767135e-05
crones,1,6,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,crone,crone,cron,1,7.569855608330948,0.00011448662444541664
cronies,8,7,7.344712128598564e-06,17.054862622964958,NN,2,"{'NN', 'NNS'}",NN,0,33.33750480391341,croni,croni,crony,7,4.762500686273344,0.0007304894887255616
crook,4,5,3.672356064299282e-06,18.054862622964958,NN,2,"{'NN', 'NNP'}",NN,0,22.27942243332379,crook,crook,crook,4,5.569855608330948,0.000480657467861134
crooked,31,7,2.846075949831944e-05,15.100666312578083,JJ,5,"{'NN', 'VBD', 'VBN', 'VB', 'JJ'}",JJ,0,77.35001921565362,crook,crook,crook,28,2.7625006862733437,0.001757431889843648
crookedly,1,9,9.180890160748206e-07,20.054862622964958,RB,1,{'RB'},RB,0,7.569855608330948,crookedli,crook,crook,1,7.569855608330948,0.00014280052081363796
crooks,1,6,9.180890160748206e-07,20.054862622964958,NNS,1,{'NNS'},NN,0,7.569855608330948,crook,crook,crook,1,7.569855608330948,0.0001836006696175345
crookshanks,145,11,0.000133122907330849,12.874953532950023,NNP,4,"{'NN', 'NNS', 'NNP', 'VB'}",NN,0,87.33488297997393,crookshank,crookshank,crookshank,37,2.360402242701998,0.00832297728463886
crookshankss,11,12,1.0098979176823027e-05,16.59543100432766,NNP,1,{'NNP'},NN,0,36.55884486664758,crookshankss,crookshankss,crookshankss,8,4.569855608330948,0.0013666800410744367
croon,1,5,9.180890160748206e-07,20.054862622964958,RB,1,{'RB'},RB,0,7.569855608330948,croon,croon,croon,1,7.569855608330948,0.00018617451078039714
crooned,3,7,2.7542670482244616e-06,18.4699001222438,VBD,2,"{'VBD', 'JJ'}",VB,0,17.954679322829374,croon,croon,croon,3,5.984893107609792,0.000279090029385781
crooning,3,8,2.7542670482244616e-06,18.4699001222438,VBG,2,"{'NN', 'VBG'}",VB,0,17.954679322829374,croon,croon,croon,3,5.984893107609792,0.00036376202233281843
crop,2,4,1.836178032149641e-06,19.054862622964958,NN,1,{'NN'},NN,0,13.139711216661896,crop,crop,crop,2,6.569855608330948,0.0001719265164727128
cropped,3,7,2.7542670482244616e-06,18.4699001222438,VBD,3,"{'VBD', 'VBN', 'JJ'}",VB,0,17.954679322829374,crop,crop,crop,3,5.984893107609792,0.0003351559658345919
cropping,3,8,2.7542670482244616e-06,18.4699001222438,VBG,1,{'VBG'},VB,0,17.954679322829374,crop,crop,crop,3,5.984893107609792,0.0004310576429865586
cross,85,5,7.803756636635975e-05,13.645471686827255,NNP,6,"{'NN', 'VBZ', 'VB', 'VBP', 'JJ', 'NNP'}",NN,0,98.36727421434585,cross,cross,cross,55,1.7884958948062883,0.003170133833108221
crossbow,18,8,1.6525602289346772e-05,15.884937621522646,NN,1,{'NN'},NN,0,29.90935864565875,crossbow,crossbow,crossbow,6,4.984893107609792,0.0015288407502023012
crossed,104,7,9.548125767178133e-05,13.354422904823865,VBD,5,"{'NN', 'VBD', 'VBN', 'VBP', 'JJ'}",VB,0,100.18736437855856,cross,cross,cross,78,1.2844533894686994,0.0027694202179910066
crosser,1,7,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,crosser,crosser,cross,1,7.569855608330948,0.00026384996892056284
crosses,4,7,3.672356064299282e-06,18.054862622964958,NNS,2,"{'NNS', 'VBZ'}",NN,0,22.27942243332379,cross,cross,cross,4,5.569855608330948,0.00037596779462822677
crossing,17,8,1.560751327327195e-05,15.967399781714619,VBG,1,{'VBG'},VB,0,59.200677040370344,cross,cross,cross,17,3.4823927670806083,0.0013471460627899454
crossings,3,9,2.7542670482244616e-06,18.4699001222438,NNS,1,{'NNS'},NN,0,13.139711216661896,cross,cross,cross,2,6.569855608330948,0.0004008880763660091
crossly,15,7,1.3771335241122308e-05,16.147972027356438,NN,3,"{'NN', 'VBD', 'RB'}",NN,0,52.67500960782681,crossli,crossli,cross,14,3.7625006862733437,0.0011071818160799842
crossword,1,9,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,crossword,crossword,crossword,1,7.569855608330948,0.00011448662444541664
crouch,297,6,0.0002726724377742217,11.840543502164191,NNP,7,"{'RB', 'NN', 'VB', 'VBP', 'JJ', 'PDT', 'NNP'}",NN,0,78.6443637828979,crouch,crouch,crouch,29,2.711874613203376,0.015216519339660632
crouched,38,8,3.488738261084318e-05,14.806935109521373,VBD,6,"{'VBD', 'VBN', 'VBZ', 'VB', 'VBP', 'JJ'}",VB,0,83.34022913609232,crouch,crouch,crouch,33,2.5254614889724945,0.0019852675932070063
crouches,1,8,9.180890160748206e-07,20.054862622964958,NNP,1,{'NNP'},NN,0,7.569855608330948,crouch,crouch,crouch,1,7.569855608330948,0.00017172993666812492
crouching,29,9,2.6624581466169797e-05,15.196881627837385,VBG,3,"{'NN', 'VBG', 'NNP'}",VB,0,77.35001921565362,crouch,crouch,crouch,28,2.7625006862733437,0.0015566190134115277
crouchs,34,7,3.12150265465439e-05,14.967399781714619,NNP,3,"{'RB', 'NNP', 'JJ'}",NN,0,39.599375461997724,crouch,crouch,crouch,9,4.399930606888636,0.0023978804662858014
crow,1,4,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,crow,crow,crow,1,7.569855608330948,0.00019626278476357137
crowd,291,5,0.0002671639036777728,11.869987280056673,NN,4,"{'NN', 'NNS', 'VBP', 'JJ'}",NN,0,98.91320758638376,crowd,crowd,crowd,84,1.1775381855521876,0.006086559827585336
crowded,52,7,4.774062883589067e-05,14.354422904823865,JJ,4,"{'VBD', 'NN', 'VBN', 'JJ'}",JJ,0,92.17440670604054,crowd,crowd,crowd,43,2.14359085362885,0.0020445430824894656
crowds,16,6,1.4689424257197129e-05,16.054862622964958,NN,2,"{'NN', 'VBZ'}",NN,0,57.117689733295165,crowd,crowd,crowd,16,3.569855608330948,0.0010765691180724274
crowed,1,6,9.180890160748206e-07,20.054862622964958,VBD,1,{'VBD'},VB,0,7.569855608330948,crow,crow,crow,1,7.569855608330948,0.0002032721699336989
crowing,2,7,1.836178032149641e-06,19.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,crow,crow,crow,1,7.569855608330948,4.7685631725918594e-05
crown,12,5,1.1017068192897846e-05,16.4699001222438,NN,1,{'NN'},NN,0,36.55884486664758,crown,crown,crown,8,4.569855608330948,0.0009740959484850788
crowns,2,6,1.836178032149641e-06,19.054862622964958,NN,2,"{'NN', 'NNS'}",NN,0,13.139711216661896,crown,crown,crown,2,6.569855608330948,0.0002693930514186653
cruc,3,4,2.7542670482244616e-06,18.4699001222438,JJ,2,"{'PRP', 'JJ'}",JJ,0,13.139711216661896,cruc,cruc,cruc,2,6.569855608330948,0.0004313482361937179
cruci,1,5,9.180890160748206e-07,20.054862622964958,NNP,1,{'NNP'},NN,0,7.569855608330948,cruci,cruci,cruc,1,7.569855608330948,0.00014701603434319184
crucial,14,7,1.2853246225047488e-05,16.247507700907352,JJ,2,"{'NN', 'JJ'}",JJ,0,47.8187172913175,crucial,crucial,cruc,12,3.9848931076097918,0.0012319389024555425
cruciarus,1,9,9.180890160748206e-07,20.054862622964958,NNP,1,{'NNP'},NN,0,7.569855608330948,cruciaru,cruciarus,cruciar,1,7.569855608330948,0.0001497794936353571
cruciate,1,8,9.180890160748206e-07,20.054862622964958,NNP,1,{'NNP'},NN,0,7.569855608330948,cruciat,cruciat,crucy,1,7.569855608330948,0.00016000540283937745
cruciatus,23,9,2.1116047369720873e-05,15.531300666907946,NNP,1,{'NNP'},NN,0,52.67500960782681,cruciatu,cruciatus,cruciat,14,3.7625006862733437,0.0018633330811683709
crucio,15,6,1.3771335241122308e-05,16.147972027356438,NN,4,"{'NN', 'PRP', 'NNS', 'NNP'}",NN,0,47.8187172913175,crucio,crucio,crucio,12,3.9848931076097918,0.0011726128464995746
crude,9,5,8.262801144673386e-06,16.884937621522646,NN,4,"{'NN', 'VBN', 'VB', 'JJ'}",NN,0,33.33750480391341,crude,crude,crud,7,4.762500686273344,0.0006759802642493765
crudely,1,7,9.180890160748206e-07,20.054862622964958,RB,1,{'RB'},RB,0,7.569855608330948,crude,crude,crud,1,7.569855608330948,0.0001464755342169301
cruel,21,5,1.9279869337571232e-05,15.662545200186198,NN,4,"{'NN', 'VBN', 'NNP', 'JJ'}",NN,0,63.11663380285988,cruel,cruel,cruel,19,3.321928094887362,0.0014067374573806274
cruelly,1,7,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,cruelli,cruelli,cruel,1,7.569855608330948,0.0001122291417098732
cruelty,6,7,5.508534096448923e-06,17.4699001222438,NN,1,{'NN'},NN,0,29.90935864565875,cruelti,cruelti,cruel,6,4.984893107609792,0.0006708622955964406
crumble,6,7,5.508534096448923e-06,17.4699001222438,JJ,3,"{'NN', 'VB', 'JJ'}",JJ,0,22.27942243332379,crumbl,crumbl,crumbl,4,5.569855608330948,0.0005902672996346588
crumbled,4,8,3.672356064299282e-06,18.054862622964958,VBD,2,"{'NN', 'VBD'}",VB,0,22.27942243332379,crumbl,crumbl,crumbl,4,5.569855608330948,0.0002971021087290381
crumbling,10,9,9.180890160748207e-06,16.732934528077596,VBG,3,"{'NN', 'VBG', 'JJ'}",VB,0,42.47927513443585,crumbl,crumbl,crumbl,10,4.247927513443585,0.000939328603835505
crumbs,1,6,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,crumb,crumb,crumb,1,7.569855608330948,0.00012146751617989327
crumpet,5,7,4.590445080374103e-06,17.732934528077596,NN,1,{'NN'},NN,0,13.139711216661896,crumpet,crumpet,crumpet,2,6.569855608330948,0.0007925889555802397
crumpets,2,8,1.836178032149641e-06,19.054862622964958,NN,1,{'NN'},NN,0,13.139711216661896,crumpet,crumpet,crumpet,2,6.569855608330948,0.00031034353279468525
crumple,14,7,1.2853246225047488e-05,16.247507700907352,NNP,2,"{'NNP', 'VB'}",NN,0,42.47927513443585,crumpl,crumpl,crumpl,10,4.247927513443585,0.0010987412764148544
crumpled,36,8,3.3051204578693544e-05,14.884937621522646,VBD,6,"{'NN', 'VBD', 'VBN', 'VB', 'VBP', 'JJ'}",VB,0,84.40135408074069,crumpl,crumpl,crumpl,34,2.4823927670806083,0.0017636379393693826
crumpling,3,9,2.7542670482244616e-06,18.4699001222438,VBG,1,{'VBG'},VB,0,17.954679322829374,crumpl,crumpl,crumpl,3,5.984893107609792,0.00032052329944008657
crunch,7,6,6.426623112523744e-06,17.247507700907352,NN,1,{'NN'},NN,0,33.33750480391341,crunch,crunch,crunch,7,4.762500686273344,0.0006313085496264806
crunched,6,8,5.508534096448923e-06,17.4699001222438,VBD,2,"{'VBD', 'VBN'}",VB,0,29.90935864565875,crunch,crunch,crunch,6,4.984893107609792,0.0004801102618701682
crunches,1,8,9.180890160748206e-07,20.054862622964958,NNS,1,{'NNS'},NN,0,7.569855608330948,crunch,crunch,crunch,1,7.569855608330948,0.00011036383741552629
crunching,9,9,8.262801144673386e-06,16.884937621522646,NN,2,"{'NN', 'VBG'}",NN,0,39.599375461997724,crunch,crunch,crunch,9,4.399930606888636,0.0007713245093770174
crunchy,1,7,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,crunchi,crunchi,crunchy,1,7.569855608330948,0.0001632842020778893
crunk,1,5,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,crunk,crunk,crunk,1,7.569855608330948,0.00014128136633689712
crup,1,4,9.180890160748206e-07,20.054862622964958,NNP,1,{'NNP'},NN,0,7.569855608330948,crup,crup,crup,1,7.569855608330948,0.00010596102475267284
crups,1,5,9.180890160748206e-07,20.054862622964958,NNP,1,{'NNP'},NN,0,7.569855608330948,crup,crup,crup,1,7.569855608330948,0.0001520662034618511
crush,5,5,4.590445080374103e-06,17.732934528077596,VB,4,"{'NN', 'NNP', 'VB', 'JJ'}",VB,0,22.27942243332379,crush,crush,crush,4,5.569855608330948,0.0005531660554154007
crushed,8,7,7.344712128598564e-06,17.054862622964958,VBD,2,"{'VBD', 'VBN'}",VB,0,33.33750480391341,crush,crush,crush,7,4.762500686273344,0.000710490439094753
crusher,1,7,9.180890160748206e-07,20.054862622964958,NNP,1,{'NNP'},NN,0,7.569855608330948,crusher,crusher,crush,1,7.569855608330948,0.00014229051895358924
crushing,10,8,9.180890160748207e-06,16.732934528077596,VBG,2,"{'NN', 'VBG'}",VB,0,42.47927513443585,crush,crush,crush,10,4.247927513443585,0.000822982932901529
crusted,1,7,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,crust,crust,crust,1,7.569855608330948,0.0001464755342169301
crusts,1,6,9.180890160748206e-07,20.054862622964958,NNS,1,{'NNS'},NN,0,7.569855608330948,crust,crust,crust,1,7.569855608330948,0.00012648046129207932
crusty,1,6,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,crusti,crusti,crusty,1,7.569855608330948,0.00012852046873227416
crutches,1,8,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,crutch,crutch,crutch,1,7.569855608330948,0.00017946551940092336
cruxes,1,6,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,crux,crux,crux,1,7.569855608330948,0.0001562405698313921
cry,59,3,5.4167251948414414e-05,14.172219573603117,NN,4,"{'NN', 'VBD', 'VBP', 'VB'}",NN,0,93.51011304005729,cri,cri,cry,45,2.078002512001273,0.0024461301547039583
crybabies,1,9,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,crybabi,crybabi,crybaby,1,7.569855608330948,0.00019247026718359895
cryin,1,5,9.180890160748206e-07,20.054862622964958,VBZ,1,{'VBZ'},VB,0,7.569855608330948,cryin,cryin,cryin,1,7.569855608330948,0.000313711380370118
crying,65,6,5.967578604486334e-05,14.032494809936503,VBG,6,"{'RB', 'NN', 'VBZ', 'VB', 'JJ', 'VBG'}",VB,0,89.91710053774342,cri,cri,cry,40,2.2479275134435857,0.002607321300564063
cryptic,1,7,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,cryptic,cryptic,crypt,1,7.569855608330948,0.00011318564007671871
crystal,57,7,5.2331073916264776e-05,14.221972608800217,NN,3,"{'NN', 'VB', 'JJ'}",NN,0,76.00413886652194,crystal,crystal,cryst,27,2.814968106167479,0.0028540105786499207
crystalized,4,11,3.672356064299282e-06,18.054862622964958,JJ,2,"{'VBN', 'JJ'}",JJ,0,22.27942243332379,crystal,crystal,cryst,4,5.569855608330948,0.0004702958451102927
crystalline,1,11,9.180890160748206e-07,20.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,crystallin,crystallin,crystallin,1,7.569855608330948,0.00017172993666812492
crystallized,2,12,1.836178032149641e-06,19.054862622964958,JJ,1,{'JJ'},JJ,0,7.569855608330948,crystal,crystal,crystal,1,7.569855608330948,0.0003124811396627842
cs,1,2,9.180890160748206e-07,20.054862622964958,NNP,1,{'NNP'},NN,0,7.569855608330948,cs,cs,cs,1,7.569855608330948,0.0001747427425745833
ctd,2,3,1.836178032149641e-06,19.054862622964958,VB,2,"{'NN', 'VB'}",VB,0,7.569855608330948,ctd,ctd,ctd,1,7.569855608330948,0.0003239133764797154
cube,1,4,9.180890160748206e-07,20.054862622964958,NN,1,{'NN'},NN,0,7.569855608330948,cube,cube,cub,1,7.569855608330948,0.0003376385195508897
cubicle,10,7,9.180890160748207e-06,16.732934528077596,NN,2,"{'NN', 'VBP'}",NN,0,22.27942243332379,cubicl,cubicl,cubic,4,5.569855608330948,0.0009683202472615986
cubicles,7,8,6.426623112523744e-06,17.247507700907352,NN,2,"{'NN', 'NNS'}",NN,0,26.239637567217926,cubicl,cubicl,cubic,5,5.247927513443585,0.0006392629085334667
cubs,2,4,1.836178032149641e-06,19.054862622964958,NN,2,"{'NN', 'NNS'}",NN,0,13.139711216661896,cub,cub,cub,2,6.569855608330948,0.00019272389350603647
cuckoo,1,6,9.180890160748206e-07,20.054862622964958,VBP,1,{'VBP'},VB,0,7.569855608330948,cuckoo,cuckoo,cuckoo,1,7.569855608330948,0.0001606505859153427
cuddled,1,7,9.180890160748206e-07,20.054862622964958,VBD,1,{'VBD'},VB,0,7.569855608330948,cuddl,cuddl,cuddl,1,7.569855608330948,0.0001464755342169301
cuddly,2,6,1.836178032149641e-06,19.054862622964958,NN,2,"{'NN', 'JJ'}",NN,0,13.139711216661896,cuddli,cudd,cud,2,6.569855608330948,0.00023971442102558677
